Usuario,Email,Genero,Edad,Ciudad,Estrato,Referencia_producto,Estado_civil,Acepta_envio_mail,Valor_Compra
8060,8060@hotmail.com,masculino,32,bogota,4,A,soltero/a,SI,93748
8061,8061@hotmail.com,femenino,45,bogota,6,D,soltero/a,SI,75865
8062,8062@hotmail.com,masculino,43,cali,5,C,soltero/a,SI,83824
8063,8063@hotmail.com,masculino,42,barranquilla,5,B,casado/a,SI,68948
8064,8064@hotmail.com,femenino,48,bucaramanga,6,B,divorciado/a,SI,24130
8065,8065@hotmail.com,masculino,28,medellin,4,B,soltero/a,SI,90771
8066,8066@hotmail.com,masculino,48,medellin,5,C,soltero/a,SI,68628
8067,8067@hotmail.com,femenino,27,bogota,6,C,soltero/a,SI,56187
8068,8068@hotmail.com,masculino,52,bogota,4,C,soltero/a,SI,96324
8069,8069@hotmail.com,masculino,48,cali,4,C,casado/a,SI,26099
8070,8070@hotmail.com,femenino,63,cali,5,D,soltero/a,SI,95913
8071,8071@hotmail.com,masculino,56,bogota,4,C,soltero/a,SI,99903
8072,8072@hotmail.com,masculino,52,bogota,6,A,soltero/a,SI,44506
8073,8073@hotmail.com,femenino,30,bogota,5,A,soltero/a,SI,57718
8074,8074@hotmail.com,masculino,25,bogota,5,D,soltero/a,SI,65165
8075,8075@hotmail.com,femenino,61,cali,4,C,casado/a,SI,51960
8076,8076@hotmail.com,masculino,24,barranquilla,6,B,divorciado/a,SI,23687
8077,8077@hotmail.com,masculino,57,bucaramanga,4,B,soltero/a,SI,20255
8078,8078@hotmail.com,femenino,50,medellin,6,B,soltero/a,SI,49755
8079,8079@hotmail.com,masculino,47,medellin,6,C,soltero/a,SI,54852
8080,8080@hotmail.com,masculino,37,bogota,6,C,soltero/a,SI,22628
8081,8081@hotmail.com,femenino,51,bogota,6,C,casado/a,SI,63522
8082,8082@hotmail.com,masculino,62,cali,6,C,soltero/a,SI,60268
8083,8083@hotmail.com,masculino,66,cali,4,D,soltero/a,SI,57748
8084,8084@hotmail.com,femenino,51,bogota,6,C,soltero/a,SI,88255
8085,8085@hotmail.com,masculino,51,bogota,6,A,soltero/a,SI,65399
8086,8086@hotmail.com,masculino,35,bogota,4,A,soltero/a,SI,81674
8087,8087@hotmail.com,femenino,51,bogota,4,D,casado/a,SI,90300
8088,8088@hotmail.com,masculino,36,cali,6,C,divorciado/a,SI,77002
8089,8089@hotmail.com,masculino,46,barranquilla,6,B,soltero/a,SI,92014
8090,8090@hotmail.com,femenino,26,bucaramanga,6,B,soltero/a,SI,80009
8091,8091@hotmail.com,masculino,53,medellin,6,B,soltero/a,SI,49050
8092,8092@hotmail.com,masculino,41,medellin,6,C,soltero/a,SI,61694
8093,8093@hotmail.com,femenino,64,bogota,4,A,casado/a,SI,60417
8094,8094@hotmail.com,masculino,52,bogota,5,C,soltero/a,SI,95226
8095,8095@hotmail.com,femenino,54,cali,4,C,soltero/a,SI,56686
8096,8096@hotmail.com,masculino,43,cali,5,D,soltero/a,SI,73995
8097,8097@hotmail.com,masculino,61,bogota,4,C,soltero/a,SI,68702
8098,8098@hotmail.com,femenino,48,bogota,4,A,soltero/a,SI,90228
8099,8099@hotmail.com,masculino,57,bogota,4,A,casado/a,SI,37017
8100,8100@hotmail.com,masculino,21,bogota,4,D,divorciado/a,SI,91086
8101,8101@hotmail.com,femenino,40,cali,5,C,soltero/a,SI,65693
8102,8102@hotmail.com,masculino,46,barranquilla,5,B,soltero/a,SI,72063
8103,8103@hotmail.com,masculino,60,bucaramanga,4,B,soltero/a,SI,84724
8104,8104@hotmail.com,masculino,64,medellin,4,A,soltero/a,SI,73859
8105,8105@hotmail.com,femenino,34,medellin,4,C,casado/a,SI,39002
8106,8106@hotmail.com,femenino,69,bogota,6,C,soltero/a,SI,38820
8107,8107@hotmail.com,masculino,30,bogota,4,C,soltero/a,SI,71941
8108,8108@hotmail.com,masculino,31,cali,5,C,soltero/a,SI,38930
8109,8109@hotmail.com,femenino,62,cali,6,D,soltero/a,SI,54733
8110,8110@hotmail.com,masculino,58,bogota,5,C,soltero/a,SI,97900
8111,8111@hotmail.com,masculino,59,bogota,5,A,casado/a,SI,76996
8112,8112@hotmail.com,masculino,51,bogota,4,A,divorciado/a,SI,85617
8113,8113@hotmail.com,femenino,49,bogota,4,D,soltero/a,SI,65090
8114,8114@hotmail.com,femenino,26,cali,4,C,soltero/a,SI,63422
8115,8115@hotmail.com,masculino,69,barranquilla,5,B,soltero/a,SI,25458
8116,8116@hotmail.com,masculino,59,bucaramanga,4,B,soltero/a,SI,21043
8117,8117@hotmail.com,femenino,62,medellin,6,B,casado/a,SI,78140
8118,8118@hotmail.com,masculino,33,medellin,5,C,soltero/a,SI,90128
8119,8119@hotmail.com,masculino,27,bogota,5,C,soltero/a,SI,82125
8120,8120@hotmail.com,masculino,47,bogota,4,C,soltero/a,SI,63000
8121,8121@hotmail.com,femenino,42,cali,6,C,soltero/a,SI,82062
8122,8122@hotmail.com,femenino,38,cali,5,D,soltero/a,SI,81025
8123,8123@hotmail.com,masculino,49,bucaramanga,6,C,casado/a,SI,39679
8124,8124@hotmail.com,masculino,41,cali,4,A,divorciado/a,NO,62353
8125,8125@hotmail.com,femenino,54,medellin,5,A,soltero/a,SI,88742
8126,8126@hotmail.com,masculino,27,bucaramanga,5,D,soltero/a,SI,57974
8127,8127@hotmail.com,masculino,26,cali,4,C,soltero/a,SI,67530
8128,8128@hotmail.com,masculino,66,medellin,5,B,soltero/a,SI,81734
8129,8129@hotmail.com,femenino,62,bucaramanga,6,B,casado/a,SI,69770
8130,8130@hotmail.com,femenino,53,cali,4,B,soltero/a,SI,69221
8131,8131@hotmail.com,masculino,64,medellin,4,C,soltero/a,SI,58570
8132,8132@hotmail.com,masculino,27,bucaramanga,5,C,soltero/a,SI,90259
8133,8133@hotmail.com,femenino,22,cali,6,C,soltero/a,SI,74590
8134,8134@hotmail.com,masculino,40,medellin,4,A,soltero/a,SI,42185
8135,8135@hotmail.com,femenino,23,cali,5,D,casado/a,SI,98646
8136,8136@hotmail.com,masculino,41,bogota,6,C,divorciado/a,SI,36608
8137,8137@hotmail.com,masculino,62,bogota,4,B,soltero/a,SI,35690
8138,8138@hotmail.com,femenino,39,bogota,4,B,soltero/a,SI,83661
8139,8139@hotmail.com,masculino,37,bogota,5,B,soltero/a,SI,35991
8140,8140@hotmail.com,masculino,30,cali,6,C,soltero/a,SI,40666
8141,8141@hotmail.com,femenino,34,cali,5,C,casado/a,SI,64978
8142,8142@hotmail.com,masculino,54,medellin,6,C,soltero/a,SI,50819
8143,8143@hotmail.com,masculino,30,medellin,6,C,soltero/a,SI,91599
8144,8144@hotmail.com,femenino,25,medellin,5,D,soltero/a,SI,53802
8145,8145@hotmail.com,masculino,30,cali,5,C,soltero/a,SI,20908
8146,8146@hotmail.com,masculino,37,bogota,6,D,soltero/a,SI,41063
8147,8147@hotmail.com,femenino,34,bogota,5,D,casado/a,SI,79848
8148,8148@hotmail.com,masculino,50,bogota,4,D,divorciado/a,SI,76891
8149,8149@hotmail.com,masculino,23,bogota,4,C,soltero/a,SI,22262
8150,8150@hotmail.com,femenino,30,cali,5,B,soltero/a,SI,34986
8151,8151@hotmail.com,masculino,41,cali,6,B,soltero/a,SI,60339
8152,8152@hotmail.com,masculino,68,bogota,4,B,soltero/a,NO,35025
8153,8153@hotmail.com,femenino,55,bogota,5,C,casado/a,SI,46962
8154,8154@hotmail.com,masculino,44,bogota,4,C,soltero/a,SI,56738
8155,8155@hotmail.com,femenino,61,bogota,4,C,soltero/a,SI,82040
8156,8156@hotmail.com,masculino,23,cali,5,C,soltero/a,SI,51280
8157,8157@hotmail.com,masculino,37,cali,5,D,soltero/a,SI,65005
8158,8158@hotmail.com,femenino,56,bogota,6,C,soltero/a,SI,57554
8159,8159@hotmail.com,masculino,40,bogota,5,A,casado/a,SI,76799
8160,8160@hotmail.com,masculino,49,bogota,6,A,divorciado/a,SI,57385
8161,8161@hotmail.com,femenino,41,bogota,4,D,soltero/a,SI,88990
8162,8162@hotmail.com,masculino,40,cali,4,C,soltero/a,SI,61933
8163,8163@hotmail.com,masculino,22,barranquilla,5,B,soltero/a,SI,33277
8164,8164@hotmail.com,femenino,41,bucaramanga,4,B,soltero/a,SI,56559
8165,8165@hotmail.com,masculino,69,medellin,4,B,casado/a,SI,86597
8166,8166@hotmail.com,masculino,46,medellin,4,C,soltero/a,SI,54631
8167,8167@hotmail.com,femenino,23,bogota,6,C,soltero/a,SI,99389
8168,8168@hotmail.com,masculino,22,bogota,6,C,soltero/a,SI,91264
8169,8169@hotmail.com,masculino,39,cali,6,C,soltero/a,SI,91863
8170,8170@hotmail.com,femenino,52,cali,6,D,soltero/a,SI,57213
8171,8171@hotmail.com,masculino,39,bogota,4,C,casado/a,SI,75156
8172,8172@hotmail.com,masculino,29,bogota,5,A,divorciado/a,SI,63923
8173,8173@hotmail.com,femenino,53,bogota,5,A,soltero/a,SI,85108
8174,8174@hotmail.com,masculino,41,bogota,5,D,soltero/a,SI,88895
8175,8175@hotmail.com,femenino,51,cali,5,C,soltero/a,SI,44379
8176,8176@hotmail.com,masculino,65,barranquilla,4,B,soltero/a,SI,87695
8177,8177@hotmail.com,masculino,60,bucaramanga,6,B,casado/a,SI,78956
8178,8178@hotmail.com,femenino,63,medellin,6,B,soltero/a,SI,83515
8179,8179@hotmail.com,masculino,39,medellin,5,C,soltero/a,SI,87835
8180,8180@hotmail.com,masculino,34,bogota,6,C,soltero/a,SI,87837
8181,8181@hotmail.com,femenino,70,bogota,5,C,soltero/a,SI,50453
8182,8182@hotmail.com,masculino,41,cali,4,C,soltero/a,SI,44126
8183,8183@hotmail.com,masculino,37,cali,5,D,casado/a,SI,21977
8184,8184@hotmail.com,femenino,45,bogota,6,C,divorciado/a,SI,23278
8185,8185@hotmail.com,masculino,49,bogota,4,A,soltero/a,SI,38327
8186,8186@hotmail.com,masculino,21,bogota,6,A,soltero/a,SI,43893
8187,8187@hotmail.com,femenino,48,bogota,5,D,soltero/a,SI,60788
8188,8188@hotmail.com,masculino,50,cali,5,C,soltero/a,SI,84856
8189,8189@hotmail.com,masculino,48,barranquilla,6,B,casado/a,SI,72553
8190,8190@hotmail.com,femenino,61,bucaramanga,4,B,soltero/a,SI,51055
8191,8191@hotmail.com,masculino,60,medellin,4,B,soltero/a,SI,71230
8192,8192@hotmail.com,masculino,40,medellin,6,C,soltero/a,SI,32174
8193,8193@hotmail.com,femenino,25,bogota,4,A,soltero/a,SI,60512
8194,8194@hotmail.com,masculino,62,bogota,5,C,soltero/a,SI,32151
8195,8195@hotmail.com,femenino,50,cali,4,C,casado/a,SI,66231
8196,8196@hotmail.com,masculino,52,cali,4,D,divorciado/a,SI,82503
8197,8197@hotmail.com,masculino,32,bogota,5,C,soltero/a,SI,54718
8198,8198@hotmail.com,femenino,52,bogota,5,A,soltero/a,SI,82315
8199,8199@hotmail.com,masculino,43,bogota,6,A,soltero/a,SI,79841
8200,8200@hotmail.com,masculino,30,bogota,5,D,soltero/a,SI,93059
8201,8201@hotmail.com,femenino,35,cali,4,C,casado/a,SI,92461
8202,8202@hotmail.com,masculino,46,barranquilla,5,B,soltero/a,SI,22352
8203,8203@hotmail.com,masculino,61,bucaramanga,5,B,soltero/a,SI,29247
8204,8204@hotmail.com,masculino,62,medellin,6,A,soltero/a,SI,58082
8205,8205@hotmail.com,femenino,57,medellin,4,C,soltero/a,SI,41321
8206,8206@hotmail.com,femenino,41,bogota,6,C,soltero/a,SI,94250
8207,8207@hotmail.com,masculino,67,bogota,4,C,casado/a,SI,96765
8208,8208@hotmail.com,masculino,69,cali,4,C,divorciado/a,SI,41434
8209,8209@hotmail.com,femenino,48,cali,5,D,soltero/a,SI,25768
8210,8210@hotmail.com,masculino,28,bogota,5,C,soltero/a,SI,30909
8211,8211@hotmail.com,masculino,62,bogota,4,A,soltero/a,SI,35908
8212,8212@hotmail.com,masculino,22,bogota,4,A,soltero/a,SI,70762
8213,8213@hotmail.com,femenino,31,bogota,4,D,casado/a,SI,44463
8214,8214@hotmail.com,femenino,69,cali,5,C,soltero/a,SI,75764
8215,8215@hotmail.com,masculino,61,barranquilla,5,B,soltero/a,SI,40597
8216,8216@hotmail.com,masculino,38,bucaramanga,4,B,soltero/a,SI,25783
8217,8217@hotmail.com,femenino,47,medellin,4,B,soltero/a,SI,77483
8218,8218@hotmail.com,masculino,48,medellin,6,C,soltero/a,SI,40898
8219,8219@hotmail.com,masculino,24,bogota,5,C,casado/a,SI,49583
8220,8220@hotmail.com,masculino,61,bogota,4,C,divorciado/a,SI,36641
8221,8221@hotmail.com,femenino,46,cali,6,C,soltero/a,SI,63504
8222,8222@hotmail.com,femenino,28,cali,4,D,soltero/a,SI,40112
8223,8223@hotmail.com,masculino,67,bucaramanga,4,C,soltero/a,NO,21119
8224,8224@hotmail.com,masculino,40,cali,5,A,soltero/a,SI,67124
8225,8225@hotmail.com,femenino,33,medellin,5,A,casado/a,SI,84011
8226,8226@hotmail.com,masculino,25,bucaramanga,4,D,soltero/a,SI,31914
8227,8227@hotmail.com,masculino,27,cali,6,C,soltero/a,SI,72588
8228,8228@hotmail.com,masculino,66,medellin,4,B,soltero/a,SI,42450
8229,8229@hotmail.com,femenino,28,bucaramanga,5,B,soltero/a,SI,75415
8230,8230@hotmail.com,femenino,49,cali,5,B,soltero/a,SI,55972
8231,8231@hotmail.com,masculino,32,medellin,6,C,casado/a,SI,82090
8232,8232@hotmail.com,masculino,27,bucaramanga,5,C,divorciado/a,SI,53744
8233,8233@hotmail.com,femenino,53,cali,5,C,soltero/a,SI,92449
8234,8234@hotmail.com,masculino,54,medellin,4,A,soltero/a,SI,71583
8235,8235@hotmail.com,femenino,25,cali,5,D,soltero/a,SI,82727
8236,8236@hotmail.com,masculino,63,bogota,6,C,soltero/a,SI,21313
8237,8237@hotmail.com,masculino,54,bogota,5,B,casado/a,SI,22717
8238,8238@hotmail.com,femenino,35,bogota,4,B,soltero/a,SI,52212
8239,8239@hotmail.com,masculino,26,bogota,5,B,soltero/a,SI,92400
8240,8240@hotmail.com,masculino,25,cali,4,C,soltero/a,SI,84111
8241,8241@hotmail.com,femenino,37,cali,5,C,soltero/a,SI,38962
8242,8242@hotmail.com,masculino,57,medellin,6,C,soltero/a,SI,85862
8243,8243@hotmail.com,masculino,63,medellin,6,C,casado/a,SI,52032
8244,8244@hotmail.com,femenino,51,medellin,5,D,divorciado/a,SI,98487
8245,8245@hotmail.com,masculino,45,cali,5,C,soltero/a,SI,99667
8246,8246@hotmail.com,masculino,54,bogota,4,D,soltero/a,SI,21761
8247,8247@hotmail.com,femenino,59,bogota,6,D,soltero/a,SI,83982
8248,8248@hotmail.com,masculino,51,bogota,5,D,soltero/a,SI,52856
8249,8249@hotmail.com,masculino,63,bogota,6,C,casado/a,SI,62803
8250,8250@hotmail.com,femenino,66,cali,5,B,soltero/a,SI,42722
8251,8251@hotmail.com,masculino,31,cali,6,B,soltero/a,NO,27559
8252,8252@hotmail.com,masculino,42,bogota,4,B,soltero/a,SI,97353
8253,8253@hotmail.com,femenino,28,bogota,5,C,soltero/a,SI,89676
8254,8254@hotmail.com,masculino,39,bogota,4,C,soltero/a,SI,47090
8255,8255@hotmail.com,femenino,39,bogota,6,C,casado/a,SI,87311
8256,8256@hotmail.com,masculino,37,cali,6,C,divorciado/a,SI,79819
8257,8257@hotmail.com,masculino,41,cali,5,D,soltero/a,SI,99217
8258,8258@hotmail.com,femenino,34,bogota,5,C,soltero/a,SI,95517
8259,8259@hotmail.com,masculino,29,bogota,6,A,soltero/a,SI,77982
8260,8260@hotmail.com,masculino,62,bogota,4,A,soltero/a,SI,20024
8261,8261@hotmail.com,femenino,45,bogota,4,D,casado/a,SI,70603
8262,8262@hotmail.com,masculino,33,cali,5,C,soltero/a,SI,81614
8263,8263@hotmail.com,masculino,60,barranquilla,4,B,soltero/a,SI,37252
8264,8264@hotmail.com,femenino,32,bucaramanga,4,B,soltero/a,SI,72811
8265,8265@hotmail.com,masculino,60,medellin,4,B,soltero/a,SI,54370
8266,8266@hotmail.com,masculino,52,medellin,5,C,soltero/a,SI,59469
8267,8267@hotmail.com,femenino,34,bogota,6,C,casado/a,SI,56950
8268,8268@hotmail.com,masculino,60,bogota,5,C,divorciado/a,SI,41965
8269,8269@hotmail.com,masculino,62,cali,5,C,soltero/a,SI,77864
8270,8270@hotmail.com,femenino,35,cali,4,D,soltero/a,SI,64952
8271,8271@hotmail.com,masculino,25,bogota,4,C,soltero/a,SI,54879
8272,8272@hotmail.com,masculino,55,bogota,4,A,soltero/a,SI,36069
8273,8273@hotmail.com,femenino,39,bogota,4,A,casado/a,SI,39269
8274,8274@hotmail.com,masculino,66,bogota,5,D,soltero/a,SI,47964
8275,8275@hotmail.com,femenino,66,cali,4,C,soltero/a,SI,60786
8276,8276@hotmail.com,masculino,64,barranquilla,6,B,soltero/a,SI,87200
8277,8277@hotmail.com,masculino,56,bucaramanga,4,B,soltero/a,SI,96120
8278,8278@hotmail.com,femenino,52,medellin,4,B,soltero/a,SI,95078
8279,8279@hotmail.com,masculino,70,medellin,6,C,casado/a,SI,68797
8280,8280@hotmail.com,masculino,65,bogota,6,C,divorciado/a,SI,38118
8281,8281@hotmail.com,femenino,32,bogota,6,C,soltero/a,SI,28314
8282,8282@hotmail.com,masculino,68,cali,6,C,soltero/a,SI,66700
8283,8283@hotmail.com,masculino,31,cali,5,D,soltero/a,SI,58117
8284,8284@hotmail.com,femenino,45,bogota,5,C,soltero/a,SI,70526
8285,8285@hotmail.com,masculino,20,bogota,6,A,casado/a,SI,23355
8286,8286@hotmail.com,masculino,50,bogota,5,A,soltero/a,SI,86781
8287,8287@hotmail.com,femenino,68,bogota,4,D,soltero/a,SI,26784
8288,8288@hotmail.com,masculino,22,cali,5,C,soltero/a,SI,58131
8289,8289@hotmail.com,masculino,31,barranquilla,4,B,soltero/a,SI,73708
8290,8290@hotmail.com,femenino,26,bucaramanga,6,B,soltero/a,SI,96455
8291,8291@hotmail.com,masculino,39,medellin,4,B,casado/a,SI,94297
8292,8292@hotmail.com,masculino,39,medellin,5,C,divorciado/a,SI,57576
8293,8293@hotmail.com,femenino,39,bogota,4,A,soltero/a,SI,46417
8294,8294@hotmail.com,masculino,50,bogota,4,C,soltero/a,SI,72686
8295,8295@hotmail.com,femenino,33,cali,6,C,soltero/a,SI,55778
8296,8296@hotmail.com,masculino,43,cali,6,D,soltero/a,SI,94685
8297,8297@hotmail.com,masculino,21,bogota,5,C,casado/a,SI,54141
8298,8298@hotmail.com,femenino,39,bogota,4,A,soltero/a,SI,74739
8299,8299@hotmail.com,masculino,47,bogota,5,A,soltero/a,SI,88186
8300,8300@hotmail.com,masculino,68,bogota,4,D,soltero/a,SI,35141
8301,8301@hotmail.com,femenino,28,cali,5,C,soltero/a,SI,91517
8302,8302@hotmail.com,masculino,62,barranquilla,4,B,soltero/a,SI,62741
8303,8303@hotmail.com,masculino,43,bucaramanga,5,B,casado/a,SI,61174
8304,8304@hotmail.com,masculino,53,medellin,6,A,divorciado/a,SI,88753
8305,8305@hotmail.com,femenino,49,medellin,4,C,soltero/a,SI,84986
8306,8306@hotmail.com,femenino,33,bogota,6,C,soltero/a,SI,61544
8307,8307@hotmail.com,masculino,56,bogota,6,C,soltero/a,SI,40121
8308,8308@hotmail.com,masculino,54,cali,5,C,soltero/a,SI,94029
8309,8309@hotmail.com,femenino,49,cali,6,D,casado/a,SI,79005
8310,8310@hotmail.com,masculino,68,bogota,4,C,soltero/a,SI,60987
8311,8311@hotmail.com,masculino,29,bogota,4,A,soltero/a,SI,34966
8312,8312@hotmail.com,masculino,68,bogota,5,A,soltero/a,SI,35240
8313,8313@hotmail.com,femenino,44,bogota,5,D,soltero/a,SI,63579
8314,8314@hotmail.com,femenino,41,cali,6,C,soltero/a,SI,29143
8315,8315@hotmail.com,masculino,62,barranquilla,5,B,casado/a,SI,92511
8316,8316@hotmail.com,masculino,51,bucaramanga,6,B,divorciado/a,SI,98588
8317,8317@hotmail.com,femenino,58,medellin,4,B,soltero/a,SI,61499
8318,8318@hotmail.com,masculino,40,medellin,6,C,soltero/a,SI,24530
8319,8319@hotmail.com,masculino,55,bogota,5,C,soltero/a,SI,85449
8320,8320@hotmail.com,masculino,59,bogota,5,C,soltero/a,SI,92438
8321,8321@hotmail.com,femenino,34,cali,6,C,casado/a,SI,71010
8322,8322@hotmail.com,femenino,69,cali,6,D,soltero/a,NO,24892
8323,8323@hotmail.com,masculino,44,bucaramanga,6,C,soltero/a,SI,53293
8324,8324@hotmail.com,masculino,22,cali,4,A,soltero/a,SI,20290
8325,8325@hotmail.com,femenino,37,medellin,5,A,soltero/a,SI,40820
8326,8326@hotmail.com,masculino,47,bucaramanga,5,D,soltero/a,SI,61812
8327,8327@hotmail.com,masculino,63,cali,4,C,casado/a,SI,38227
8328,8328@hotmail.com,masculino,24,medellin,5,B,divorciado/a,SI,79766
8329,8329@hotmail.com,femenino,21,bucaramanga,5,B,soltero/a,SI,56269
8330,8330@hotmail.com,femenino,43,cali,6,B,soltero/a,SI,64368
8331,8331@hotmail.com,masculino,36,medellin,5,C,soltero/a,SI,25796
8332,8332@hotmail.com,masculino,49,bucaramanga,6,C,soltero/a,SI,51274
8333,8333@hotmail.com,femenino,28,cali,5,C,casado/a,SI,32643
8334,8334@hotmail.com,masculino,55,medellin,4,A,soltero/a,SI,98039
8335,8335@hotmail.com,femenino,64,cali,5,D,soltero/a,SI,40342
8336,8336@hotmail.com,masculino,54,bogota,4,C,soltero/a,SI,84650
8337,8337@hotmail.com,masculino,38,bogota,6,B,soltero/a,SI,77523
8338,8338@hotmail.com,femenino,33,bogota,5,B,soltero/a,SI,94206
8339,8339@hotmail.com,masculino,36,bogota,4,B,casado/a,SI,64377
8340,8340@hotmail.com,masculino,30,cali,6,C,divorciado/a,SI,44968
8341,8341@hotmail.com,femenino,27,cali,4,C,soltero/a,SI,80727
8342,8342@hotmail.com,masculino,45,medellin,4,C,soltero/a,SI,20609
8343,8343@hotmail.com,masculino,35,medellin,6,C,soltero/a,SI,88345
8344,8344@hotmail.com,femenino,52,medellin,6,D,soltero/a,SI,41293
8345,8345@hotmail.com,masculino,39,cali,4,C,casado/a,SI,61723
8346,8346@hotmail.com,masculino,67,bogota,4,D,soltero/a,SI,59956
8347,8347@hotmail.com,femenino,36,bogota,5,D,soltero/a,SI,55015
8348,8348@hotmail.com,masculino,37,bogota,6,D,soltero/a,SI,96034
8349,8349@hotmail.com,masculino,60,bogota,5,C,soltero/a,SI,20362
8350,8350@hotmail.com,femenino,40,cali,6,B,soltero/a,NO,91472
8351,8351@hotmail.com,masculino,35,cali,5,B,casado/a,SI,77814
8352,8352@hotmail.com,masculino,43,bogota,5,B,divorciado/a,SI,60521
8353,8353@hotmail.com,femenino,51,bogota,6,C,soltero/a,SI,39781
8354,8354@hotmail.com,masculino,20,bogota,6,C,soltero/a,SI,25319
8355,8355@hotmail.com,femenino,54,bogota,4,C,soltero/a,SI,70820
8356,8356@hotmail.com,masculino,66,cali,5,C,soltero/a,SI,55139
8357,8357@hotmail.com,masculino,40,cali,6,D,casado/a,SI,52214
8358,8358@hotmail.com,femenino,33,bogota,5,C,soltero/a,SI,51962
8359,8359@hotmail.com,masculino,69,bogota,6,A,soltero/a,SI,88862
8360,8360@hotmail.com,masculino,26,bogota,4,A,soltero/a,SI,87182
8361,8361@hotmail.com,femenino,29,bogota,4,D,soltero/a,SI,66837
8362,8362@hotmail.com,masculino,21,cali,4,C,soltero/a,SI,87050
8363,8363@hotmail.com,masculino,63,barranquilla,4,B,casado/a,SI,72242
8364,8364@hotmail.com,femenino,62,bucaramanga,6,B,divorciado/a,SI,56371
8365,8365@hotmail.com,masculino,23,medellin,4,B,soltero/a,SI,69037
8366,8366@hotmail.com,masculino,68,medellin,6,C,soltero/a,SI,73896
8367,8367@hotmail.com,femenino,20,bogota,4,C,soltero/a,SI,65958
8368,8368@hotmail.com,masculino,36,bogota,5,C,soltero/a,SI,82016
8369,8369@hotmail.com,masculino,54,cali,6,C,casado/a,SI,74413
8370,8370@hotmail.com,femenino,56,cali,4,D,soltero/a,SI,96552
8371,8371@hotmail.com,masculino,38,bogota,5,C,soltero/a,SI,67204
8372,8372@hotmail.com,masculino,47,bogota,4,A,soltero/a,SI,88015
8373,8373@hotmail.com,femenino,31,bogota,4,A,soltero/a,SI,22007
8374,8374@hotmail.com,masculino,57,bogota,5,D,soltero/a,SI,80102
8375,8375@hotmail.com,femenino,53,cali,4,C,casado/a,SI,44699
8376,8376@hotmail.com,masculino,24,barranquilla,6,B,divorciado/a,SI,65005
8377,8377@hotmail.com,masculino,66,bucaramanga,6,B,soltero/a,SI,73505
8378,8378@hotmail.com,femenino,63,medellin,4,B,soltero/a,SI,41927
8379,8379@hotmail.com,masculino,67,medellin,6,C,soltero/a,SI,61898
8380,8380@hotmail.com,masculino,52,bogota,6,C,soltero/a,SI,52162
8381,8381@hotmail.com,femenino,23,bogota,5,C,casado/a,SI,84621
8382,8382@hotmail.com,masculino,52,cali,6,C,soltero/a,SI,94283
8383,8383@hotmail.com,masculino,45,cali,4,D,soltero/a,SI,82497
8384,8384@hotmail.com,femenino,62,bogota,5,C,soltero/a,SI,30982
8385,8385@hotmail.com,masculino,69,bogota,5,A,soltero/a,SI,67782
8386,8386@hotmail.com,masculino,51,bogota,4,A,soltero/a,SI,40896
8387,8387@hotmail.com,femenino,45,bogota,4,D,casado/a,SI,78261
8388,8388@hotmail.com,masculino,70,cali,6,C,divorciado/a,SI,94427
8389,8389@hotmail.com,masculino,48,barranquilla,4,B,soltero/a,SI,99661
8390,8390@hotmail.com,femenino,67,bucaramanga,5,B,soltero/a,SI,47979
8391,8391@hotmail.com,masculino,45,medellin,5,B,soltero/a,SI,51147
8392,8392@hotmail.com,masculino,65,medellin,6,C,soltero/a,SI,68353
8393,8393@hotmail.com,femenino,29,bogota,5,A,casado/a,SI,59670
8394,8394@hotmail.com,masculino,31,bogota,6,C,soltero/a,SI,93158
8395,8395@hotmail.com,femenino,27,cali,6,C,soltero/a,SI,20599
8396,8396@hotmail.com,masculino,64,cali,4,D,soltero/a,SI,92167
8397,8397@hotmail.com,masculino,48,bogota,6,C,soltero/a,SI,50868
8398,8398@hotmail.com,femenino,62,bogota,6,A,soltero/a,SI,35665
8399,8399@hotmail.com,masculino,28,bogota,6,A,casado/a,SI,62105
8400,8400@hotmail.com,masculino,56,bogota,5,D,divorciado/a,SI,68058
8401,8401@hotmail.com,femenino,41,cali,4,C,soltero/a,SI,97686
8402,8402@hotmail.com,masculino,53,barranquilla,4,B,soltero/a,SI,90755
8403,8403@hotmail.com,masculino,64,bucaramanga,5,B,soltero/a,SI,30790
8404,8404@hotmail.com,masculino,59,medellin,5,A,soltero/a,SI,89981
8405,8405@hotmail.com,femenino,30,medellin,5,C,casado/a,SI,75418
8406,8406@hotmail.com,femenino,57,bogota,6,C,soltero/a,SI,30355
8407,8407@hotmail.com,masculino,60,bogota,6,C,soltero/a,SI,27270
8408,8408@hotmail.com,masculino,55,cali,6,C,soltero/a,SI,94530
8409,8409@hotmail.com,femenino,33,cali,6,D,soltero/a,SI,62734
8410,8410@hotmail.com,masculino,33,bogota,5,C,soltero/a,SI,71803
8411,8411@hotmail.com,masculino,58,bogota,6,A,casado/a,SI,35516
8412,8412@hotmail.com,masculino,59,bogota,6,A,divorciado/a,SI,64980
8413,8413@hotmail.com,femenino,57,bogota,6,D,soltero/a,SI,25967
8414,8414@hotmail.com,femenino,39,cali,5,C,soltero/a,SI,65472
8415,8415@hotmail.com,masculino,32,barranquilla,4,B,soltero/a,SI,64338
8416,8416@hotmail.com,masculino,52,bucaramanga,6,B,soltero/a,SI,76698
